Brand,MPN,URL,Name,Price,Stock
威联通（QNAP）,3709561,https://item.jd.com/3709561.html,威联通QNAP TS-228 1G NAS存储服务器 家庭私有云,1199.00,1
威联通（QNAP）,3931774,https://item.jd.com/3931774.html,威联通（QNAP）TS-431P 1G 内存 4盘位NAS网络存储器 双核1.7GHz处理器 2个网络端口,2999.00,1
威联通（QNAP）,2496115,https://item.jd.com/2496115.html,威联通（QNAP）TS-251+ 2G内存 NAS网络存储器 赛扬2.0G四核CPU,3280.00,1
威联通（QNAP）,3931800,https://item.jd.com/3931800.html,威联通（QNAP）TS-231P 1G 内存 2盘位NAS网络存储器 双核1.7GHz处理器 2个网络端口,1999.00,1
威联通（QNAP）,1558965,https://item.jd.com/1558965.html,威联通（QNAP）TS-453 Pro 四核2.0 GHz CPU 四千兆网口 支持多虚拟机安装的四盘位网络存储服务器,5680.00,1
威联通（QNAP）,2496026,https://item.jd.com/2496026.html,威联通（QNAP）TS-453A 4G内存 NAS网络存储器 四核四网卡 双系统,5680.00,1
威联通（QNAP）,2495994,https://item.jd.com/2495994.html,威联通（QNAP）TS-653A 4G内存 NAS网络存储器 四核四网卡 双系统,7280.00,1
威联通（QNAP）,3497880,https://item.jd.com/3497880.html,威联通（QNAP）TS-251A -2G内存 两盘位网络存储器 双核双网卡 可USB直连 20T容量,3380.00,1
威联通（QNAP）,2641075,https://item.jd.com/2641075.html,威联通（QNAP）TS-853A 4G内存 NAS网络存储器 四核四网卡 双系统 企业版,8880.00,1
威联通（QNAP）,3497884,https://item.jd.com/3497884.html,威联通（QNAP）TS-451A -2G内存 四盘位网络存储器 双核双网卡 可USB直连 40T容量,4280.00,1
威联通（QNAP）,2819805,https://item.jd.com/2819805.html,威联通（QNAP）TS-253A 4G内存 NAS网络存储器 四核 双系统,4280.00,1
威联通（QNAP）,2496077,https://item.jd.com/2496077.html,威联通（QNAP）TS-451+ 2G内存 NAS网络存储器 赛扬2.0G四核CPU,4180.00,1
威联通（QNAP）,1283049,https://item.jd.com/1283049.html,威联通（QNAP）TS-431 双核浮点运算1.2GHz CPU 四盘位网络存储服务器,2599.00,1
威联通（QNAP）,3500937,https://item.jd.com/3500937.html,威联通QNAP TAS-168play版 NAS存储器家庭私有云  QTS+安卓 双系统,1399.00,1
威联通（QNAP）,1734527,https://item.jd.com/1734527.html,威联通（QNAP）TS-563 AMD 4核2.0 GHz 处理器 支持万兆网卡 內置AES 硬件高速加密五盘位网络存储,5980.00,1
威联通（QNAP）,10346190487,https://item.jd.com/10346190487.html,威联通QNAP TS-231P 2盘位 网络存储器NAS 新品 TS-231P 标机,1750.00,1
威联通（QNAP）,10346190488,https://item.jd.com/10346190488.html,威联通QNAP TS-231P 2盘位 网络存储器NAS 新品 TS-231P  含2块2TB NAS盘,3250.00,1
威联通（QNAP）,1328957,https://item.jd.com/1328957.html,威联通（QNAP）QG-103N QGenie 实时备份、充电、无线AP分享多功能合一行动NAS,899.00,1
威联通（QNAP）,10867256763,https://item.jd.com/10867256763.html,威联通QNAP TS-563 四核心企业级 NAS 网络存储器 5盘位 （标准版） TS-563  2G标准版  配5块6T 企业盘,16679.00,1
威联通（QNAP）,10346190489,https://item.jd.com/10346190489.html,威联通QNAP TS-231P 2盘位 网络存储器NAS 新品 TS-231P  含2块4TB NAS盘,4350.00,1
威联通（QNAP）,10867185059,https://item.jd.com/10867185059.html,威联通QNAP TS-431P 家庭个人工作室设计 4盘位 NAS 网络存储器 TS-431P 标机,2750.00,1
威联通（QNAP）,10962826241,https://item.jd.com/10962826241.html,威联通QNAP TS-228 网络存储器 2盘位 家用实惠机型 TS-228  标机,1249.00,1
威联通（QNAP）,10346550313,https://item.jd.com/10346550313.html,威联通QNAP TS-563 四核心企业级 NAS 网络存储器 5盘位 （标准版） TS-563  2G标准版 标机,5680.00,1
威联通（QNAP）,10286011646,https://item.jd.com/10286011646.html,威联通QNAP TAS-268play版 QTS-Android 双系统 多媒体网络存储器 TAS-268P-2G,1699.00,1
威联通（QNAP）,1209903,https://item.jd.com/1209903.html,威联通（QNAP）TS-451 赛扬双核浮点运算2.41GHz CPU HDMI高清输出 四盘位网络存储服务器,6800.00,1
威联通（QNAP）,10962826242,https://item.jd.com/10962826242.html,威联通QNAP TS-228 网络存储器 2盘位 家用实惠机型 TS-228 配1块2TB NAS盘,1899.00,1
威联通（QNAP）,10346771113,https://item.jd.com/10346771113.html,威联通（QNAP）TS-853U-RP 四核心 双电源机架式企业级网络存储器 8盘位 TS-853U-RP 双电源 标机,17500.00,1
威联通（QNAP）,10608094144,https://item.jd.com/10608094144.html,威联通（QNAP）TS-531P 2G 内存 5盘位NAS网络存储器 1.4G四核 四千兆 标配 不含盘,4280.00,1
威联通（QNAP）,10549817789,https://item.jd.com/10549817789.html,Qnap 威联通 TS-451+ 网络存储器 NAS  HDMI高清显示 4盘位 TS-451+ 8G 标机,4950.00,1
威联通（QNAP）,11120642472,https://item.jd.com/11120642472.html,Qnap 威联通 TS-653A 网络存储 NAS  HDMI高清显示 6盘位 TS-653A 8G 标机,7500.00,1
威联通（QNAP）,10926444380,https://item.jd.com/10926444380.html,威联通QNAP TS-831X-8G 8盘位标配万兆网络光口 企业级 网络存储器 TS-831X-8G 配8块8TB NAS盘,37999.00,1
威联通（QNAP）,11038725923,https://item.jd.com/11038725923.html,威联通（QNAP）TS-853U-RP 四核心 双电源机架式企业级网络存储器 8盘位 TS-853U-SP 单电源 配4块4TB企业盘,20199.00,1
威联通（QNAP）,10962692806,https://item.jd.com/10962692806.html,威联通QNAP TS-531X 高性能5盘位万兆网络光口 网络存储器 5盘位 4G内存 TS-531X-4G 配5块6TB 企业盘,15099.00,1
威联通（QNAP）,10926444376,https://item.jd.com/10926444376.html,威联通QNAP TS-831X-8G 8盘位标配万兆网络光口 企业级 网络存储器 TS-831X-8G,14500.00,1
威联通（QNAP）,10962692804,https://item.jd.com/10962692804.html,威联通QNAP TS-531X 高性能5盘位万兆网络光口 网络存储器 5盘位 4G内存 TS-531X-4G配5块4TB NAS盘,10499.00,1
威联通（QNAP）,10561468352,https://item.jd.com/10561468352.html,威联通QNAP TS-253A-4G 2盘位  网络存储器NAS 高性能 TS-253A 4G 含2块2TB NAS盘,4980.00,1
威联通（QNAP）,10346678743,https://item.jd.com/10346678743.html,威联通QNAP TS-253A-4G 2盘位  网络存储器NAS 高性能 TS-253A 4G,3680.00,1
威联通（QNAP）,11127234501,https://item.jd.com/11127234501.html,威联通QNAP TS-563 四核心企业级 NAS 网络存储器 5盘位 （标准版） TS-563  8G标准版 标机,6680.00,1
威联通（QNAP）,10346575124,https://item.jd.com/10346575124.html,威联通QNAP TS-431P 家庭个人工作室设计 4盘位 NAS 网络存储器 TS-431+ 标机,2999.00,1
威联通（QNAP）,10962826244,https://item.jd.com/10962826244.html,威联通QNAP TS-228 网络存储器 2盘位 家用实惠机型 TS-228 配1块4TB NAS盘,2549.00,1
威联通（QNAP）,10346678744,https://item.jd.com/10346678744.html,威联通QNAP TS-253A-4G 2盘位  网络存储器NAS 高性能 TS-253A 4G 含2块4TB NAS盘,6080.00,1
威联通（QNAP）,10346593973,https://item.jd.com/10346593973.html,威联通QNAP TS-231P 2盘位 网络存储器NAS 新品 TS-231 标机 配2块2TB NAS盘,2899.00,1
威联通（QNAP）,10620982425,https://item.jd.com/10620982425.html,Qnap 威联通 TS-251+ 网络存储 NAS  HDMI高清显示 高速四核心 2盘位 TS-251+ 2G  含2块2TB NAS盘,4580.00,1
威联通（QNAP）,10285931720,https://item.jd.com/10285931720.html,威联通QNAP TS-431P 家庭个人工作室设计 4盘位 NAS 网络存储器 TS-431+  配4块4TB NAS盘,7799.00,1
威联通（QNAP）,10900232037,https://item.jd.com/10900232037.html,威联通QNAP TS-431P 家庭个人工作室设计 4盘位 NAS 网络存储器 TS-431P 配2块2TB NAS盘,4050.00,1
威联通（QNAP）,10632487049,https://item.jd.com/10632487049.html,Qnap 威联通 TS-451+ 网络存储器 NAS  HDMI高清显示 4盘位 TS-451+ 2G 含4块2TB NAS盘,7180.00,1
威联通（QNAP）,10867185060,https://item.jd.com/10867185060.html,威联通QNAP TS-431P 家庭个人工作室设计 4盘位 NAS 网络存储器 TS-431P 配4块4TB NAS盘,7550.00,1
威联通（QNAP）,10867212136,https://item.jd.com/10867212136.html,威联通QNAP TS-431P 家庭个人工作室设计 4盘位 NAS 网络存储器 TS-431P 配3块2TB NAS盘,4699.00,1
威联通（QNAP）,10346563735,https://item.jd.com/10346563735.html,Qnap 威联通 TS-451+ 网络存储器 NAS  HDMI高清显示 4盘位 TS-451+ 2G 标机,4180.00,1
威联通（QNAP）,10346563736,https://item.jd.com/10346563736.html,Qnap 威联通 TS-451+ 网络存储器 NAS  HDMI高清显示 4盘位 TS-451+ 2G  含4块4TB NAS盘,9380.00,1
威联通（QNAP）,10346771114,https://item.jd.com/10346771114.html,威联通（QNAP）TS-853U-RP 四核心 双电源机架式企业级网络存储器 8盘位 TS-853U-RP 含8块4TB企业盘,27900.00,1
威联通（QNAP）,11240666914,https://item.jd.com/11240666914.html,QNAP威联通 TS-1635 高性价比 16盘位 商用级四核心 TS-1635-8G 标机,17999.00,1
威联通（QNAP）,10331035459,https://item.jd.com/10331035459.html,Qnap 威联通 TS-251+ 网络存储 NAS  HDMI高清显示 高速四核心 2盘位 TS-251+ 2G 标机,3280.00,1
威联通（QNAP）,10435119447,https://item.jd.com/10435119447.html,威联通QNAP TAS-268play版 QTS-Android 双系统 多媒体网络存储器 TAS-268P-2G 含2块4TB NAS盘,4299.00,1
威联通（QNAP）,11240395223,https://item.jd.com/11240395223.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 2G  含3块4TB NAS盘,7450.00,1
威联通（QNAP）,11240666909,https://item.jd.com/11240666909.html,QNAP威联通 TS-1635 高性价比 16盘位 商用级四核心 TS-1635-8G 配12块6TB企业盘,44399.00,1
威联通（QNAP）,11222410028,https://item.jd.com/11222410028.html,威联通QNAP TS-831X系列 8盘位标配万兆网络光口 企业级 网络存储器 ,23999.00,1
威联通（QNAP）,11240666912,https://item.jd.com/11240666912.html,QNAP威联通 TS-1635 高性价比 16盘位 商用级四核心 TS-1635-4G 标机,16500.00,1
威联通（QNAP）,10346835246,https://item.jd.com/10346835246.html,威联通QNAP TS-1253U-SP 单电路 机架式企业级网络存储器NAS 12盘位 TS-1253U-SP 标机,19000.00,1
威联通（QNAP）,10862141569,https://item.jd.com/10862141569.html,Qnap 威联通 TS-653A 网络存储 NAS  HDMI高清显示 6盘位 TS-653A 4G 配6块4TB 企业盘,14600.00,1
威联通（QNAP）,10346835247,https://item.jd.com/10346835247.html,威联通QNAP TS-1253U-SP 单电路 机架式企业级网络存储器NAS 12盘位 TS-1253U-SP 含12块4TB企业盘,34600.00,1
威联通（QNAP）,11102482823,https://item.jd.com/11102482823.html,威联通QNAP TS-531X 高性能5盘位万兆网络光口 网络存储器 5盘位 4G内存 TS-531X-8G 配5块4TB 企业盘,11499.00,1
威联通（QNAP）,11130841127,https://item.jd.com/11130841127.html,威联通QNAP TS-563 四核心企业级 NAS 网络存储器 5盘位 （标准版） TS-563 8G标准版 配5块8TB NAS盘,21680.00,1
威联通（QNAP）,11167250495,https://item.jd.com/11167250495.html,威联通qnap TS-221 NAS 网络存储器 4T  2x2TB 服务器红盘,3317.00,1
威联通（QNAP）,11167250493,https://item.jd.com/11167250493.html,威联通qnap TS-221 NAS 网络存储器 标配空巢,1999.00,1
威联通（QNAP）,11240666911,https://item.jd.com/11240666911.html,QNAP威联通 TS-1635 高性价比 16盘位 商用级四核心 TS-1635-8G 配12块4TB企业盘,32399.00,1
威联通（QNAP）,11240666913,https://item.jd.com/11240666913.html,QNAP威联通 TS-1635 高性价比 16盘位 商用级四核心 TS-1635-4G 配12块6TB企业盘,42899.00,1
威联通（QNAP）,11240395217,https://item.jd.com/11240395217.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 4G  含4块4TB NAS盘,9099.00,1
威联通（QNAP）,11240395216,https://item.jd.com/11240395216.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 4G 标机,4299.00,1
威联通（QNAP）,11240496409,https://item.jd.com/11240496409.html,QNAP 威联通 TS-251A USB直连 2盘位网络存储器 NAS云存储 TS-251A-2G 配2块4TB NAS盘,5180.00,1
威联通（QNAP）,11240430239,https://item.jd.com/11240430239.html,QNAP 威联通 TS-431  网络存储器 4盘位 私有云存储 TS-431 配4块2TB NAS 盘,4980.00,1
威联通（QNAP）,11011208796,https://item.jd.com/11011208796.html,威联通（QNAP）TS-453U-RP 四核心双电源 机架式企业级网络存储器 TS-453U-RP双电源 含4块2TB NAS盘,16499.00,1
威联通（QNAP）,11011208797,https://item.jd.com/11011208797.html,威联通（QNAP）TS-453U-RP 四核心双电源 机架式企业级网络存储器 TS-453U-SP单电源 含4块2TB NAS盘,13999.00,1
威联通（QNAP）,10962692803,https://item.jd.com/10962692803.html,威联通QNAP TS-531X 高性能5盘位万兆网络光口 网络存储器 5盘位 4G内存 TS-531X-4G配5块2TB NAS盘,7749.00,1
威联通（QNAP）,11166385081,https://item.jd.com/11166385081.html,威联通（QNAP）TS-453U-RP 四核心双电源 机架式企业级网络存储器 TS-453U-RP 双电源含4块4TB NAS盘,18300.00,1
威联通（QNAP）,10346750903,https://item.jd.com/10346750903.html,威联通（QNAP）TS-453U-RP 四核心双电源 机架式企业级网络存储器 TS-453U-SP 单电源 含4块4TB企业盘,16200.00,1
威联通（QNAP）,11240496410,https://item.jd.com/11240496410.html,QNAP 威联通 TS-251A USB直连 2盘位网络存储器 NAS云存储 TS-251A-2G 标机,2780.00,1
威联通（QNAP）,10346593972,https://item.jd.com/10346593972.html,威联通QNAP TS-231P 2盘位 网络存储器NAS 新品 TS-231 标机,1499.00,1
威联通（QNAP）,10686868179,https://item.jd.com/10686868179.html,威联通（QNAP）TS-431P  1.4GHz CPU 双千兆网口 四盘位企业级 标配空巢,2399.00,1
威联通（QNAP）,11240666910,https://item.jd.com/11240666910.html,QNAP威联通 TS-1635 高性价比 16盘位 商用级四核心 TS-1635-4G 配12块4TB企业盘,30899.00,1
威联通（QNAP）,11240395218,https://item.jd.com/11240395218.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 2G  含4块2TB NAS盘,6450.00,1
威联通（QNAP）,11240395220,https://item.jd.com/11240395220.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 2G  含4块4TB NAS盘,8650.00,1
威联通（QNAP）,11240395215,https://item.jd.com/11240395215.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 4G  含3块4TB NAS盘,7899.00,1
威联通（QNAP）,11240395221,https://item.jd.com/11240395221.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 4G  含4块2TB NAS盘,6899.00,1
威联通（QNAP）,11240395219,https://item.jd.com/11240395219.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 4G  含3块2TB NAS盘,6249.00,1
威联通（QNAP）,11240395224,https://item.jd.com/11240395224.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 2G  含3块2TB NAS盘,5799.00,1
威联通（QNAP）,11240395222,https://item.jd.com/11240395222.html,威联通 TS-451A-2G 4盘位高性能 USB直连 网络存储器 NAS云存储 TS-451A 2G 标机,3850.00,1
威联通（QNAP）,11240430240,https://item.jd.com/11240430240.html,QNAP 威联通 TS-431  网络存储器 4盘位 私有云存储 TS-431 配4块4TB NAS 盘,7180.00,1
威联通（QNAP）,11240549667,https://item.jd.com/11240549667.html,QNAP 威联通 TS-431+ 网络存储器 NAS云存储 4盘位 TS-431+ 标机 配4块4TB NAS盘,7799.00,1
威联通（QNAP）,11240549669,https://item.jd.com/11240549669.html,QNAP 威联通 TS-431+ 网络存储器 NAS云存储 4盘位 TS-431+ 标机 配3块4TB NAS盘,6599.00,1
威联通（QNAP）,11240549666,https://item.jd.com/11240549666.html,QNAP 威联通 TS-431+ 网络存储器 NAS云存储 4盘位 TS-431+ 标机 配4块2TB NAS盘,5599.00,1
威联通（QNAP）,11240549670,https://item.jd.com/11240549670.html,QNAP 威联通 TS-431+ 网络存储器 NAS云存储 4盘位 TS-431+ 标机 配3块2TB NAS盘,4949.00,1
威联通（QNAP）,11240496411,https://item.jd.com/11240496411.html,QNAP 威联通 TS-251A USB直连 2盘位网络存储器 NAS云存储 TS-251A-2G 配2块2TB NAS盘,4080.00,1
威联通（QNAP）,10604834674,https://item.jd.com/10604834674.html,威联通（QNAP）TS-451+ 2G内存 NAS网络存储器 赛扬2.0G四核CPU 0TB 无盘,4399.00,1
